sentence,tree,is_sent
Und Sportler aus Nord-korea machen bei den Olympia-spiele in Süd-korea mit.,(S (KON Und) (NP (NN Sportler) (PP (APPR aus) (NE Nord-korea))) (VVFIN machen) (PP (APPR bei) (ART den) (NN Olympia-spiele) (PP (APPR in) (NE Süd-korea))) (PTKVZ mit)) ($. .),True
Kim Jong-un möchte wieder mehr Gespräche mit Süd-korea.,(S (PN (NE Kim) (NE Jong-un)) (VMFIN möchte) (ADV wieder) (NP (PIAT mehr) (NN Gespräche) (PP (APPR mit) (NE Süd-korea)))) ($. .),True
Der Korea-Konflikt ist ein großer Streit zwischen zwei (2) Ländern.,(S (NP (ART Der) (NN Korea-Konflikt)) (VAFIN ist) (ART ein) (ADJA großer) (NN Streit) (APPR zwischen) (AP (CARD zwei))) ($LRB -LRB-) (CARD 2) ($LRB -RRB-) (NP (PP (NN Ländern))) ($. .),True
Der Streit ist zwischen dem Land Nord-korea und dem Land Süd-korea.,(S (NP (ART Der) (NN Streit)) (VAFIN ist) (PP (APPR zwischen) (CNP (NP (ART dem) (NN Land) (NE Nord-korea)) (KON und) (NP (ART dem) (NN Land) (NE Süd-korea))))) ($. .),True
Beiden Länder streiten sich um eine Insel in Korea.,(S (NP (PIAT Beiden) (NN Länder)) (VVFIN streiten) (PRF sich) (PP (APPR um) (ART eine) (NN Insel) (PP (APPR in) (NE Korea)))) ($. .),True
Und sie streiten sich um Kern-waffen von Nord-korea.,(S (KON Und) (PPER sie) (VVFIN streiten) (PRF sich) (PP (APPR um) (NN Kern-waffen) (PP (APPR von) (NE Nord-korea)))) ($. .),True
Und beide Länder haben viele verschiedene politische Meinungen.,(S (KON Und) (NP (PIAT beide) (NN Länder)) (VAFIN haben) (NP (PIAT viele) (ADJA verschiedene) (ADJA politische) (NN Meinungen))) ($. .),True
Zum Beispiel zum Thema Menschen-rechte,(PP (PP (APPRART Zum) (NN Beispiel)) (APPRART zum) (NN Thema) (NN Menschen-rechte)),False
Bei der Körper-be-malung wird der Körper gestaltet.,(S (PP (APPR Bei) (ART der) (NN Körper-be-malung)) (VAFIN wird) (NP (ART der) (NN Körper)) (VP (VVPP gestaltet))) ($. .),True
Er wird mit Farbe angemalt.,(S (PPER Er) (VAFIN wird) (VP (PP (APPR mit) (NN Farbe)) (VVPP angemalt))) ($. .),True
Zum Beispiel mit einem Bild von einer Blume.,(PP (PP (APPRART Zum) (NN Beispiel)) (APPR mit) (ART einem) (NN Bild) (PP (APPR von) (ART einer) (NN Blume))) ($. .),False
Die Farbe geht nach einiger Zeit wieder weg.,(S (NP (ART Die) (NN Farbe)) (VVFIN geht) (PP (APPR nach) (PIAT einiger) (NN Zeit)) (ADV wieder) (PTKVZ weg)) ($. .),True
Zum Beispiel durch ab-waschen.,(PP (PP (APPRART Zum) (NN Beispiel)) (APPR durch) (NN ab-waschen)) ($. .),False
Eine Tätowierung lässt sich nicht ab-waschen.,(S (NP (ART Eine) (NN Tätowierung)) (VVFIN lässt) (PRF sich) (PTKNEG nicht) (VP (VVINF ab-waschen))) ($. .),True
Henna-Farbe hält sehr lange.,(S (NN Henna-Farbe) (VVFIN hält) (AVP (ADV sehr) (ADV lange))) ($. .),True
Bis zu einem Monat lang.,(AP (NP (AP (ADV Bis) (ADV zu) (ART einem)) (NN Monat)) (ADJD lang)) ($. .),False
Das An-malen des Körpers gibt es schon sehr lange.,(S (NP (ART Das) (NN An-malen) (NP (ART des) (NN Körpers))) (VVFIN gibt) (PPER es) (AVP (ADV schon) (ADV sehr) (ADV lange))) ($. .),True
Früher haben die Menschen Erdfarbe dazu benutzt.,(S (ADJD Früher) (VAFIN haben) (NP (ART die) (NN Menschen)) (VP (NN Erdfarbe) (PROAV dazu) (VVPP benutzt))) ($. .),True
Die Menschen haben Stöcke als Pinsel benutzt.,(S (NP (ART Die) (NN Menschen)) (VAFIN haben) (VP (NN Stöcke) (PP (APPR als) (NN Pinsel)) (VVPP benutzt))) ($. .),True
An den Stöcken waren Tier-haare.,(S (PP (APPR An) (ART den) (NN Stöcken)) (VAFIN waren) (NN Tier-haare)) ($. .),True
Oder sie haben die Hände zum malen benutzt.,(S (KON Oder) (PPER sie) (VAFIN haben) (VP (NP (ART die) (NN Hände)) (PP (APPRART zum) (NN malen)) (VVPP benutzt))) ($. .),True
Bei den Indianern war Körper-bemalung sehr wichtig.,(S (PP (APPR Bei) (ART den) (NN Indianern)) (VAFIN war) (NN Körper-bemalung) (AP (ADV sehr) (ADJD wichtig))) ($. .),True
Damit andere sehen konnten wer der Chef ist.,(S (KOUS Damit) (PIS andere) (VP (VVINF sehen)) (VMFIN konnten) (S (PWS wer) (NP (ART der) (NN Chef)) (VAFIN ist))) ($. .),True
Oder wer viel Erfolg hat.,(S (KON Oder) (PWS wer) (NP (PIAT viel) (NN Erfolg)) (VAFIN hat)) ($. .),True
Dazu haben sie verschiedene Farben benutzt.,(S (PROAV Dazu) (VAFIN haben) (PPER sie) (VP (NP (ADJA verschiedene) (NN Farben)) (VVPP benutzt))) ($. .),True
Zum Beispiel: \newline Die Farbe rot sagt: ich habe Erfolg.,(PP (APPRART Zum) (NN Beispiel)) ($. :) (NE \newline),False
Die Farbe blau sagt: ich habe Schwierigkeiten.,(S (NP (ART Die) (NN Farbe) (ADJD blau)) (VVFIN sagt)) ($. :) (S (PPER ich) (VAFIN habe) (NN Schwierigkeiten)) ($. .),True
Die Menschen früher haben Körper-be-malung auch als Kriegsbemalung benutzt.,(S (NP (ART Die) (NN Menschen) (ADV früher)) (VAFIN haben) (VP (NN Körper-be-malung) (PP (ADV auch) (APPR als) (NN Kriegsbemalung)) (VVPP benutzt))) ($. .),True
Körperbemalung ist Fabe auf der Haut.,(S (NN Körperbemalung) (VAFIN ist) (NP (NN Fabe) (PP (APPR auf) (ART der) (NN Haut)))) ($. .),True
Der Körper wird mit Farbe an gemalt.,(S (NP (ART Der) (NN Körper)) (VAFIN wird) (VP (PP (APPR mit) (NN Farbe)) (PTKVZ an) (VVPP gemalt))) ($. .),True
Zum Beispiel das Gesicht von einem Clown.,(NP (PP (APPRART Zum) (NN Beispiel)) (ART das) (NN Gesicht) (PP (APPR von) (ART einem) (NN Clown))) ($. .),False
Oder die Brust einer Frau.,(CNP (KON Oder) (NP (ART die) (NN Brust) (NP (ART einer) (NN Frau)))) ($. .),False
Ein kleines Kind hat wenig Körper-gewicht.,(S (NP (ART Ein) (ADJA kleines) (NN Kind)) (VAFIN hat) (NP (PIAT wenig) (NN Körper-gewicht))) ($. .),True
Und ein Erwachsener hat mehr Körper-gewicht.,(S (KON Und) (NP (ART ein) (NN Erwachsener)) (VAFIN hat) (NP (PIAT mehr) (NN Körper-gewicht))) ($. .),True
"Unter-gewicht ist, \newline wenn man viel zu wenig Körper-gewicht hat.","(S (NN Unter-gewicht) (VAFIN ist)) ($, ,) (S (ADV \newline) (KOUS wenn) (PIS man) (NP (AP (ADV viel) (PTKA zu) (PIAT wenig)) (NN Körper-gewicht)) (VAFIN hat)) ($. .)",True
Es ist un-gesund.,(S (PPER Es) (VAFIN ist) (ADJD un-gesund)) ($. .),True
"Über-gewicht ist,  \newline wenn man zu viel Körper-gewicht  hat.","(S (NN Über-gewicht) (VAFIN ist)) ($, ,) ($.  ) (S (ADV \newline) (KOUS wenn) (PIS man) (NP (AP (PTKA zu) (PIAT viel)) (NN Körper-gewicht)) (VAFIN  ) (VAFIN hat)) ($. .)",True
Es ist un-gesund.,(S (PPER Es) (VAFIN ist) (ADJD un-gesund)) ($. .),True
"Was ein gutes Körper-gewicht ist,  \newline kann man aus-rechnen.","(S (PWS Was) (NP (ART ein) (ADJA gutes) (NN Körper-gewicht)) (VAFIN ist)) ($, ,) ($.  ) (S (PDS \newline) (VMFIN kann) (PIS man) (VP (VVINF aus-rechnen))) ($. .)",True
Mit dem Body Mass Index.,(PP (APPR Mit) (ART dem) (PN (FM Body) (FM Mass) (FM Index))) ($. .),False
Körper-gewicht ist wie schwer man ist.,(S (NN Körper-gewicht) (VAFIN ist) (S (AP (PWAV wie) (ADJD schwer)) (PIS man) (VAFIN ist))) ($. .),True
Man sagt es in Kilogramm-Kilo-gramm.,(S (PIS Man) (VVFIN sagt) (PPER es) (PP (APPR in) (NN Kilogramm-Kilo-gramm))) ($. .),True
"Wenn man schwer ist,  \newline hat man viel Körper-gewicht.","(S (KOUS Wenn) (PIS man) (ADJD schwer) (VAFIN ist)) ($, ,) ($.  ) (S (ADV \newline) (VAFIN hat) (PIS man) (NP (PIAT viel) (NN Körper-gewicht))) ($. .)",True
"Wenn man leicht ist,  \newline hat man wenig Körper-gewicht.","(S (KOUS Wenn) (PIS man) (ADJD leicht) (VAFIN ist)) ($, ,) ($.  ) (S (ADV \newline) (VAFIN hat) (PIS man) (NP (PIAT wenig) (NN Körper-gewicht))) ($. .)",True
Am 27. Mai 2015 gab es bei der FIFA eine Hausdurchsuchung.,(S (PP (APPRART Am) (ADJA 27.) (NN Mai) (CARD 2015)) (VVFIN gab) (PPER es) (PP (APPR bei) (ART der) (NE FIFA)) (NP (ART eine) (NN Hausdurchsuchung))) ($. .),True
Und am selben Tag wurden 7 Mitarbeiter von der Polizei verhaftet.,(S (KON Und) (PP (APPRART am) (ADJA selben) (NN Tag)) (VAFIN wurden) (NP (CARD 7) (NN Mitarbeiter)) (VP (PP (APPR von) (ART der) (NN Polizei)) (VVPP verhaftet))) ($. .),True
Das war in der Schweiz.,(S (PDS Das) (VAFIN war) (PP (APPR in) (ART der) (NE Schweiz))) ($. .),True
In der Stadt: Zürich.,(PP (APPR In) (ART der) (NN Stadt)) ($. :) (NE Zürich) ($. .),False
Diese Personen sind verhaftet worden: • Eugenio Figueredo,(S (NP (PDAT Diese) (NN Personen)) (VAFIN sind) (VP (VVPP verhaftet) (VAPP worden))) ($. :),True
Diese Personen sind verhaftet worden: • Eduardo Li,(S (NP (PDAT Diese) (NN Personen)) (VAFIN sind) (VP (VVPP verhaftet) (VAPP worden))) ($. :),True
Diese Personen sind verhaftet worden: • Julio Rocha,(S (NP (PDAT Diese) (NN Personen)) (VAFIN sind) (VP (VVPP verhaftet) (VAPP worden))) ($. :),True
Diese Personen sind verhaftet worden: • Costas Takkas,(S (NP (PDAT Diese) (NN Personen)) (VAFIN sind) (VP (VVPP verhaftet) (VAPP worden))) ($. :),True
Diese Personen sind verhaftet worden: • José Maria Marin,(S (PDAT Diese) (NN Personen) (VAFIN sind) (VP (VVPP verhaftet) (VAPP worden))) ($. :) (XY •) (NE José),True
Diese Personen sind verhaftet worden: • Rafael Esquivel,(S (NP (PDAT Diese) (NN Personen)) (VAFIN sind) (VP (VVPP verhaftet) (VAPP worden))) ($. :),True
Diese Personen sind verhaftet worden: • Jeffrey Webb,(S (NP (PDAT Diese) (NN Personen)) (VAFIN sind) (VP (VVPP verhaftet) (VAPP worden))) ($. :),True
Die FIFA soll sehr viel Geld genommen haben.,(S (NP (ART Die) (NE FIFA)) (VMFIN soll) (VP (VP (NP (AP (ADV sehr) (PIAT viel)) (NN Geld)) (VVPP genommen)) (VAINF haben))) ($. .),True
Über 100 Millionen Euro.,(NP (AP (ADV Über) (NM (CARD 100) (NN Millionen))) (NN Euro)) ($. .),False
Obwohl die FIFA das Geld nicht nehmen durfte.,(S (KOUS Obwohl) (NP (ART die) (NE FIFA)) (NP (ART das) (NN Geld)) (PTKNEG nicht) (VP (VVINF nehmen)) (VMFIN durfte)) ($. .),True
Sie haben zum Beispiel Geld für die Vergabe der Fußball-Weltmeisterschaften 2018 und 2022 genommen.,(S (PPER Sie) (VAFIN haben) (VP (PP (APPRART zum) (NN Beispiel)) (NN Geld) (PP (APPR für) (ART die) (NN Vergabe) (NP (ART der) (NN Fußball-Weltmeisterschaften) (CNP (CARD 2018) (KON und) (CARD 2022)))) (VVPP genommen))) ($. .),True
Viele Menschen sagen: \newline Es gibt Korruption in der FIFA. \newline Das heißt: die FIFA macht Sachen die verboten sind.,(S (NP (PIAT Viele) (NN Menschen)) (VVFIN sagen)) ($. :) (FM \newline),True
Zum Beispiel: behalten sie Geld das anderen gehört.,(PP (APPRART Zum) (NN Beispiel)) ($. :) (S (VVFIN behalten) (PPER sie) (NN Geld) (NP (ART das) (PIS anderen)) (VVPP gehört)) ($. .),True
Oder: sie waschen Geld von verbotenen Geschäften.,(DL (KON Oder)) ($. :) (S (PPER sie) (VVFIN waschen) (NN Geld) (PP (APPR von) (ADJA verbotenen) (NN Geschäften))) ($. .),True
Beispiel 1: \newline Ein Verbrecher gibt einem Richter Geld.,(NP (NN Beispiel) (CARD 1)) ($. :) (NE \newline),False
Damit der Richter lügt.,(S (KOUS Damit) (NP (ART der) (NN Richter)) (VVFIN lügt)) ($. .),True
"Der Richter sagt, der Verbrecher ist unschuldig.","(S (NP (ART Der) (NN Richter)) (VVFIN sagt)) ($, ,) (S (NP (ART der) (NN Verbrecher)) (VAFIN ist) (ADJD unschuldig)) ($. .)",True
Der Richter ist korrupt.,(S (NP (ART Der) (NN Richter)) (VAFIN ist) (ADJD korrupt)) ($. .),True
Beispiel 2: \newline Ein Politiker sammelt Geld für eine gute Sache.,(NP (NN Beispiel) (CARD 2)) ($. :) (NE \newline),False
Dieses Geld gibt er aber nicht weiter an die gute Sache.,(S (NP (PDAT Dieses) (NN Geld)) (VVFIN gibt) (PPER er) (ADV aber) (PTKNEG nicht) (ADV weiter) (PP (APPR an) (ART die) (ADJA gute) (NN Sache))) ($. .),True
Er kauft sich davon ein eigenes Haus.,(S (PPER Er) (VVFIN kauft) (PRF sich) (PROAV davon) (NP (ART ein) (ADJA eigenes) (NN Haus))) ($. .),True
Er hat die Menschen die Geld gespendet haben betrogen.,(S (PPER Er) (VAFIN hat) (CVP (VP (NP (ART die) (NN Menschen)) (NP (ART die) (NN Geld)) (VVPP gespendet)) (KON haben) (VP (VVPP betrogen)))) ($. .),True
Dieser Politiker ist dann korrupt.,(S (NP (PDAT Dieser) (NN Politiker)) (VAFIN ist) (ADV dann) (ADJD korrupt)) ($. .),True
Korruption ist verboten.,(S (NN Korruption) (VAFIN ist) (VVPP verboten)) ($. .),True
Korruption wird in Deutschland bestraft,(S (NN Korruption) (VAFIN wird) (VP (PP (APPR in) (NE Deutschland)) (VVPP bestraft))),True
Korruption ist ein lateinisches Wort.,(S (NN Korruption) (VAFIN ist) (NP (ART ein) (ADJA lateinisches) (NN Wort))) ($. .),True
"Es heisst übersetzt ""Bestechlichkeit"".","(S (PPER Es) (VVFIN heisst) (ADJD übersetzt)) ($LRB "") (NN Bestechlichkeit) ($LRB "") ($. .)",True
"Korruption bedeutet: \newline Eine Person hat einen Beruf, dem viele Menschen Vertrauen.",(S (NN Korruption) (VVFIN bedeutet)) ($. :),True
Oder eine Person kann in ihrem Amt wichtige Entscheidungen treffen.,(S (KON Oder) (NP (ART eine) (NN Person)) (VMFIN kann) (PP (APPR in) (PPOSAT ihrem) (NN Amt)) (VP (NP (ADJA wichtige) (NN Entscheidungen)) (VVINF treffen))) ($. .),True
Die Person benutzt den Beruf.,(S (NP (ART Die) (NN Person)) (VVFIN benutzt) (NP (ART den) (NN Beruf))) ($. .),True
Oder das Amt um Vorteile zu haben.,(S (KON Oder) (ART das) (NN Amt) (VP (KOUI um) (NN Vorteile) (VZ (PTKZU zu) (VAINF haben)))) ($. .),True
Dabei schadet er anderen.,(S (PROAV Dabei) (VVFIN schadet) (PPER er) (PIS anderen)) ($. .),True
Ein Korsett soll den Körper anders aussehen lassen.,(S (NP (ART Ein) (NN Korsett)) (VMFIN soll) (VP (NP (ART den) (NN Körper)) (VP (ADV anders) (VVINF aussehen)) (VVINF lassen))) ($. .),True
"Ein Korsett zieht man an,  \newline weil es schön aussieht.","(S (NP (ART Ein) (NN Korsett)) (VVFIN zieht) (PIS man) (PTKVZ an)) ($, ,) ($.  ) (S (ADV \newline) (KOUS weil) (PPER es) (ADJD schön) (VVFIN aussieht)) ($. .)",True
Oder weil es für die Gesundheit gut ist.,(KON Oder) (S (KOUS weil) (PPER es) (AP (PP (APPR für) (ART die) (NN Gesundheit)) (ADJD gut)) (VAFIN ist)) ($. .),True
Zum Beispiel: \newline wenn man einen krummen Rücken hat.,(PP (APPRART Zum) (NN Beispiel)) ($. :) (S (FM \newline) (KOUS wenn) (PIS man) (NP (ART einen) (ADJA krummen) (NN Rücken)) (VAFIN hat)) ($. .),True
Ein Korsett ist ein Kleidungsstück.,(S (NP (ART Ein) (NN Korsett)) (VAFIN ist) (NP (ART ein) (NN Kleidungsstück))) ($. .),True
"Ein Korsett ist sehr eng, \newline und gibt dem Körper eine andere Form.","(CS (S (NP (ART Ein) (NN Korsett)) (VAFIN ist) (CAP (AP (ADV sehr) (ADJD eng))))) ($, ,) (ADV \newline) (KON und) (S (VVFIN gibt) (NP (ART dem) (NN Körper)) (NP (ART eine) (ADJA andere) (NN Form))) ($. .)",True
Das Wort Koryphäe ist ein Substantiv.,(S (NP (ART Das) (NN Wort) (NN Koryphäe)) (VAFIN ist) (NP (ART ein) (NN Substantiv))) ($. .),True
Bill Gates kennt sich besonders gut mit Computer aus.,(S (PN (NE Bill) (NE Gates)) (VVFIN kennt) (PRF sich) (AP (ADV besonders) (ADJD gut)) (PP (APPR mit) (NN Computer)) (PTKVZ aus)) ($. .),True
Darum ist er eine Koryphäe im Bereich Computer.,(S (PROAV Darum) (VAFIN ist) (PPER er) (NP (ART eine) (NN Koryphäe) (PP (APPRART im) (NN Bereich) (NN Computer)))) ($. .),True
"Eine Koryphäe ist eine Person, die sich besonders gut in etwas auskennt.","(S (NP (ART Eine) (NN Koryphäe)) (VAFIN ist) (ART eine) (NN Person)) ($, ,) (NP (S (PRELS die) (PRF sich) (AP (ADV besonders) (ADJD gut)) (PP (APPR in) (PIS etwas)) (VVFIN auskennt))) ($. .)",True
"Es ist ein anderes Wort für ""Experte"".","(S (PPER Es) (VAFIN ist) (ART ein) (ADJA anderes) (NN Wort) (APPR für)) ($LRB "") (NP (PP (NN Experte))) ($LRB "") ($. .)",True
Beim Kosewort kommen Buchstaben zu einem Namen dazu.,(S (PP (APPRART Beim) (NN Kosewort)) (VVFIN kommen) (NN Buchstaben) (PP (APPR zu) (ART einem) (NN Namen)) (PTKVZ dazu)) ($. .),True
Beispiel: \newline lein  \newline Maria = Marialein,(S (NN Beispiel)) ($. :) (FM \newline) (FM lein) (FM  ) (FM \newline) (NE Maria) (XY =) (NE Marialein),False
Ein Kosewort ist ein Kurz-wort für einen Namen.,(S (NP (ART Ein) (NN Kosewort)) (VAFIN ist) (NP (ART ein) (NN Kurz-wort) (PP (APPR für) (ART einen) (NN Namen)))) ($. .),True
Kosmo-politis-mus ist eine Welt-anschauung.,(S (NN Kosmo-politis-mus) (VAFIN ist) (NP (ART eine) (NN Welt-anschauung))) ($. .),True
"Das heißt, \newline wie man die Welt sieht.","(S (PDS Das) (VVFIN heißt)) ($, ,) (ADV \newline) (S (PWAV wie) (PIS man) (NP (ART die) (NN Welt)) (VVFIN sieht)) ($. .)",True
Oder wie man die Welt gerne hat.,(S (KON Oder) (PWAV wie) (PIS man) (NP (ART die) (NN Welt)) (ADV gerne) (VAFIN hat)) ($. .),True
Oder wie die Welt sein soll.,(S (KON Oder) (PWAV wie) (NP (ART die) (NN Welt)) (VP (VAINF sein)) (VMFIN soll)) ($. .),True
Wer an Kosmo-politis-mus glaubt ist Kosmo-politisch .,(S (S (PWS Wer) (PP (APPR an) (NN Kosmo-politis-mus)) (VVFIN glaubt)) (VAFIN ist) (ADJD Kosmo-politisch)) ($. .),True
Eine Frau ist ein Kosmo-politin.,(S (NP (ART Eine) (NN Frau)) (VAFIN ist) (NP (ART ein) (NN Kosmo-politin))) ($. .),True
Oder eine Welt-bürgerin.,(CNP (KON Oder) (NP (ART eine) (NN Welt-bürgerin))) ($. .),False
Ein Mann ist ein Kosmo-polit.,(S (NP (ART Ein) (NN Mann)) (VAFIN ist) (NP (ART ein) (NN Kosmo-polit))) ($. .),True
Oder ein Welt-bürger.,(CNP (KON Oder) (NP (ART ein) (NN Welt-bürger))) ($. .),False
Wenn sich mehrere Menschen als Welt-bürger zusammen-schließen sind sie eine Welt-bürger-bewegung.,(S (KOUS Wenn) (PRF sich) (NP (PIAT mehrere) (NN Menschen)) (PP (APPR als) (NN Welt-bürger)) (VVFIN zusammen-schließen) (VAFIN sind) (PPER sie) (NP (ART eine) (NN Welt-bürger-bewegung))) ($. .),True
Das Gegenteil von Kosmo-politis-mus ist Nationalis-mus.,(S (NP (ART Das) (NN Gegenteil) (PP (APPR von) (NN Kosmo-politis-mus))) (VAFIN ist) (NN Nationalis-mus)) ($. .),True
Kosmopolitismus  ist wenn man die ganze Welt als Heimat hat.,(S (NN Kosmopolitismus) (VAFIN  ) (VAFIN ist) (S (KOUS wenn) (PIS man) (NP (ART die) (ADJA ganze) (NN Welt)) (PP (APPR als) (NN Heimat)) (VAFIN hat))) ($. .),True
In jedem Teil von der Welt leben gleiche Menschen.,(S (PP (APPR In) (PIAT jedem) (NN Teil) (PP (APPR von) (ART der) (NN Welt))) (VVFIN leben) (NP (ADJA gleiche) (NN Menschen))) ($. .),True
Und man fühlt sich überall zu Hause.,(S (KON Und) (PIS man) (VVFIN fühlt) (PRF sich) (ADV überall) (PP (APPR zu) (NN Hause))) ($. .),True
Ein Kraftknoten ist ein Hilfsmittel.,(S (NP (ART Ein) (NN Kraftknoten)) (VAFIN ist) (NP (ART ein) (NN Hilfsmittel))) ($. .),True
"Das heißt, die Krankenversicherung muss den Kraftknoten bezahlen.","(S (PDS Das) (VVFIN heißt)) ($, ,) (S (NP (ART die) (NN Krankenversicherung)) (VMFIN muss) (VP (NP (ART den) (NN Kraftknoten)) (VVINF bezahlen))) ($. .)",True
An manchen Rollstühlen sind Kraftknoten.,(S (PP (APPR An) (PIAT manchen) (NN Rollstühlen)) (VAFIN sind) (NN Kraftknoten)) ($. .),True
Mit einem Kraftknoten kann man einen Rollstuhl im Auto befestigen.,(S (PP (APPR Mit) (ART einem) (NN Kraftknoten)) (VMFIN kann) (PIS man) (VP (NP (ART einen) (NN Rollstuhl)) (PP (APPRART im) (NN Auto)) (VVINF befestigen))) ($. .),True
Kraft-training macht man zum Beispiel beim Body-building.,(S (NN Kraft-training) (VVFIN macht) (PIS man) (PP (PP (APPRART zum) (NN Beispiel)) (APPRART beim) (NN Body-building))) ($. .),True
Oder beim Kraft-sport.,(S (KON Oder) (PP (APPRART beim) (NN Kraft-sport))) ($. .),False
Man kann Kraft-training mit Geräten machen.,(S (PIS Man) (VMFIN kann) (VP (NN Kraft-training) (PP (APPR mit) (NN Geräten)) (VVINF machen))) ($. .),True
Zum Beispiel mit Hanteln.,(PP (PP (APPRART Zum) (NN Beispiel)) (APPR mit) (NN Hanteln)) ($. .),False
Oder man kann sein eigenes Körper-gewicht benutzen.,(S (KON Oder) (PIS man) (VMFIN kann) (VP (NP (PPOSAT sein) (ADJA eigenes) (NN Körper-gewicht)) (VVINF benutzen))) ($. .),True
Bei den Übungen macht man Wieder-holungen.,(S (PP (APPR Bei) (ART den) (NN Übungen)) (VVFIN macht) (PIS man) (NN Wieder-holungen)) ($. .),True
Man macht die gleiche Bewegung hinter-einander.,(S (PIS Man) (VVFIN macht) (NP (ART die) (ADJA gleiche) (NN Bewegung)) (ADV hinter-einander)) ($. .),True
Ohne Pause da-zwischen.,(PP (APPR Ohne) (NN Pause)) (PROAV da-zwischen) ($. .),False
Man macht bei den Übungen Sätze.,(S (PIS Man) (VVFIN macht) (PP (APPR bei) (ART den) (NN Übungen)) (NN Sätze)) ($. .),True
Das sind Wieder-holungen und eine Pause.,(S (PDS Das) (VAFIN sind) (CNP (NN Wieder-holungen) (KON und) (NP (ART eine) (NN Pause)))) ($. .),True
Zum Beispiel 2 Sätze.,(NP (PP (APPRART Zum) (NN Beispiel)) (CARD 2) (NN Sätze)) ($. .),False
10 mal die gleiche Bewegung.,(S (AVP (CARD 10) (ADV mal)) (NP (ART die) (ADJA gleiche) (NN Bewegung))) ($. .),False
Dann eine Pause.,(S (ADV Dann) (NP (ART eine) (NN Pause))) ($. .),False
Dann wieder 10 mal die gleiche Bewegung.,(S (ADV Dann) (ADV wieder) (NP (CARD 10) (ADV mal)) (NP (ART die) (ADJA gleiche) (NN Bewegung))) ($. .),False
Und dann eine Pause.,(S (KON Und) (ADV dann) (NP (ART eine) (NN Pause))) ($. .),False
Beim Kraft-training macht man die Bewegungen langsam.,(S (PP (APPRART Beim) (NN Kraft-training)) (VVFIN macht) (PIS man) (NP (ART die) (NN Bewegungen)) (ADJD langsam)) ($. .),True
Damit man die Bewegung richtig macht.,(S (KOUS Damit) (PIS man) (NP (ART die) (NN Bewegung)) (ADJD richtig) (VVFIN macht)) ($. .),True
Schnelle und falsche Bewegungen können Sport-verletzungen geben.,(S (NP (CAP (ADJA Schnelle) (KON und) (ADJA falsche)) (NN Bewegungen)) (VMFIN können) (VP (NN Sport-verletzungen) (VVINF geben))) ($. .),True
Vor dem Kraft-training wärmt man die Muskeln auf.,(S (PP (APPR Vor) (ART dem) (NN Kraft-training)) (VVFIN wärmt) (PIS man) (NP (ART die) (NN Muskeln)) (PTKVZ auf)) ($. .),True
Damit man sich weniger verletzt.,(S (KOUS Damit) (PIS man) (PRF sich) (ADV weniger) (VVFIN verletzt)) ($. .),True
Beim Kraft-training macht man Bewegungen mit dem Körper.,(S (PP (APPRART Beim) (NN Kraft-training)) (VVFIN macht) (PIS man) (NP (NN Bewegungen) (PP (APPR mit) (ART dem) (NN Körper)))) ($. .),True
Man kann damit stärker werden.,(S (PIS Man) (VMFIN kann) (PROAV damit) (VP (ADJD stärker) (VAINF werden))) ($. .),True
Und man kann mehr Muskeln bekommen.,(S (KON Und) (PIS man) (VMFIN kann) (VP (NP (PIAT mehr) (NN Muskeln)) (VVINF bekommen))) ($. .),True
Eine bekannte Übung sind Knie-beugen.,(S (NP (ART Eine) (ADJA bekannte) (NN Übung)) (VAFIN sind) (NN Knie-beugen)) ($. .),True
Bei einer Kranken-kasse kann man Mitglied werden.,(S (PP (APPR Bei) (ART einer) (NN Kranken-kasse)) (VMFIN kann) (PIS man) (VP (NN Mitglied) (VAINF werden))) ($. .),True
Die Mitglieder müssen Geld zahlen.,(S (NP (ART Die) (NN Mitglieder)) (VMFIN müssen) (VP (NN Geld) (VVINF zahlen))) ($. .),True
"Wer wenig Geld hat, muss weniger Mitglieds-beitrag zahlen.","(S (PWS Wer) (NP (PIAT wenig) (NN Geld)) (VAFIN hat)) ($, ,) (S (VMFIN muss) (VP (NP (PIAT weniger) (NN Mitglieds-beitrag)) (VVINF zahlen))) ($. .)",True
"Wer mehr Geld hat, muss mehr Mitglieds-beitrag zahlen.","(S (PWS Wer) (NP (PIAT mehr) (NN Geld)) (VAFIN hat)) ($, ,) (S (VMFIN muss) (VP (NP (PIAT mehr) (NN Mitglieds-beitrag)) (VVINF zahlen))) ($. .)",True
Es gibt ein Gesetz.,(S (PPER Es) (VVFIN gibt) (NP (ART ein) (NN Gesetz))) ($. .),True
"Im Gesetz steht,  \newline was die Kranken-versicherung alles zahlen muss.","(S (PP (APPRART Im) (NN Gesetz)) (VVFIN steht)) ($, ,) ($.  ) (S (ADV \newline) (S (PWS was) (NP (ART die) (NN Kranken-versicherung)) (VP (NP (PIS alles)) (VVINF zahlen)) (VMFIN muss))) ($. .)",True
Die Kranken-kasse zahlt die Rechnungen der Mitglieder.,(S (NP (ART Die) (NN Kranken-kasse)) (VVFIN zahlt) (NP (ART die) (NN Rechnungen) (NP (ART der) (NN Mitglieder)))) ($. .),True
Die Kranken-kasse zahlt zum Beispiel für: • den Arzt,(S (NP (ART Die) (NN Kranken-kasse)) (VVFIN zahlt) (PP (APPRART zum) (NN Beispiel)) (APPR für)) ($. :),True
